symbol,yesterday_volume,volume_3_days,volume_5_days,volume_15_days,volume_30_days
SDIV,1187550.0,1111702.3333333333,1018988.8,741824.9333333333,661113.9666666667
RBZ,5579424.0,2231596.3333333335,1796554.4,881565.2666666667,573080.6
SPIR+,28679.0,54559.333333333336,77508.8,55134.26666666667,80771.93333333333
UBSw,2817.0,4691.666666666667,5268.75,5268.75,5268.75
IXSE,206.0,130.33333333333334,1166.8,1006.2,1318.2333333333333
DOZR,1254.0,1463.3333333333333,3035.8,3465.4,4375.766666666666
SMDY,0.0,0.0,1.4,0.8666666666666667,13.466666666666667
KAHC,236246.0,259522.66666666666,210639.6,310944.4666666667,379324.93333333335
FXH,56099.0,84324.66666666667,70347.6,45862.8,37384.13333333333
DGRE,11032.0,27139.333333333332,21500.4,16518.933333333334,12181.233333333334
EWGS,375.0,734.0,1203.6,4253.2,3075.4
DRIO,500739.0,318680.0,254850.4,206940.33333333334,186076.33333333334
SQM,1242358.0,1451564.3333333333,1399234.8,1481712.4666666666,1669546.3333333333
AMSC,240331.0,283105.6666666667,267409.0,208818.0,223522.23333333334
FLYW,1441627.0,1158622.6666666667,1198737.4,1338719.1333333333,1154018.4333333333
GLDI,73787.0,186226.0,162108.2,134732.6,123551.5
PRO,275344.0,369900.3333333333,362347.4,432246.06666666665,414494.43333333335
CLAS.U,710.0,3480.0,2610.8,13930.6,8641.866666666667
EMTY,2351.0,3968.0,5772.4,5797.733333333334,6041.433333333333
CNXC,234672.0,176571.0,222394.6,222115.8,207206.06666666668
SAGE,558976.0,482658.0,482783.0,415328.26666666666,476790.3
DMYQ.U,16801.0,13933.333333333334,18890.4,42936.333333333336,29923.266666666666
CMS-B,165.0,220.66666666666666,194.0,294.3333333333333,220.43333333333334
SEIC,625474.0,569063.6666666666,630027.6,506500.06666666665,440387.3333333333
PYXS,157596.0,131517.0,106157.8,117428.33333333333,130473.93333333333
BCH,96267.0,136252.33333333334,206025.2,150153.13333333333,119973.8
EDOC,203554.0,893541.0,619884.4,432636.73333333334,281619.23333333334
TILE,371473.0,280172.3333333333,299865.0,224539.26666666666,222805.56666666668
MJIN,2741.0,2397.0,1842.2,1440.7333333333333,1129.5666666666666
TEKKW,37474.0,80993.0,57386.4,57525.066666666666,40733.3
EWL,1667054.0,2137058.6666666665,2701277.4,1753961.3333333333,1503819.8333333333
SLGN,233880.0,234390.0,270706.0,278645.5333333333,362904.0333333333
CJJD,665240.0,600462.0,469223.0,393019.8,1209768.7333333334
MAYS,1990.0,1934.6666666666667,2061.0,3844.5333333333333,3009.8
CALA,556821.0,788070.6666666666,871716.6,1652332.9333333333,2913160.533333333
KAIR,318163.0,111294.66666666667,73300.8,38086.666666666664,25448.433333333334
CCMP,159907.0,187215.0,231267.0,206499.33333333334,209052.6
ICOL,2565.0,4362.0,8217.8,12832.8,10770.5
OEPWW,2066.0,97068.33333333333,62839.6,72454.66666666667,41470.3
CORP,35157.0,41593.666666666664,70994.2,50403.4,49164.5
MESA,568821.0,515774.3333333333,585974.4,456750.5333333333,447031.6
PUBM,1381029.0,2108688.3333333335,2814911.2,2330086.533333333,2122347.3333333335
OSUR,1212429.0,1601980.3333333333,1557946.8,1030480.4666666667,926834.7
VENAR,151.0,9190.666666666666,6873.6,6066.666666666667,9597.233333333334
MLPX,276462.0,192214.0,221003.0,192235.0,155901.33333333334
JATT.U,5800.0,2727.6666666666665,2235.4,15924.0,11987.366666666667
TIG,58643.0,78232.33333333333,84090.0,135531.46666666667,153449.4
AFSI-F,4790350.0,1758775.3333333333,1215532.6,602043.4,321290.93333333335
HFGO,506.0,177.0,159.0,652.0,69523.05555555556
ESSCR,123517.0,1177560.6666666667,861407.6,340487.26666666666,246590.2
XPEL,172869.0,263945.3333333333,288495.4,194697.73333333334,197441.13333333333
WSC,1751684.0,1690651.0,2121289.8,2296928.0,2180030.0
URA,1606696.0,1893669.6666666667,2406356.4,1996637.0666666667,2183200.6333333333
VOXX,252201.0,159629.0,157142.4,127743.73333333334,142452.8
OTLK,1383866.0,2418324.6666666665,2504542.0,3046976.466666667,1831848.6
GBLIL,4478.0,3030.0,3166.4,3037.2,3652.233333333333
AOK,134263.0,513421.3333333333,389057.4,195255.26666666666,155633.36666666667
LDP,297294.0,122265.66666666667,86163.2,48480.86666666667,37014.833333333336
AUVIP,2559.0,3937.0,4298.8,4081.0666666666666,6562.166666666667
RXST,110286.0,84421.66666666667,83543.4,82796.33333333333,77001.6
MAQCU,2604.0,1862.3333333333333,3118.2,16877.666666666668,13048.3
SIBN,221240.0,264152.0,277278.8,381579.93333333335,412548.23333333334
CZWI,9999.0,6703.666666666667,5544.4,15279.666666666666,16009.733333333334
VMWw,2394.0,1414.6666666666667,1414.6666666666667,1414.6666666666667,1414.6666666666667
FLTB,17671.0,47606.0,41196.8,32353.6,26633.766666666666
RMPL-,3339.0,2277.3333333333335,1747.0,1349.7333333333333,1320.5333333333333
JILL,16059.0,21994.333333333332,22440.0,19006.266666666666,24129.6
TVE,22002.0,32532.666666666668,31556.6,20286.666666666668,15229.0
TIE,768347.0,706406.0,894302.2,2157567.466666667,2317556.6
BGCP,2593106.0,2616085.3333333335,2769262.8,2644021.6666666665,2688977.7333333334
FTXR,57020.0,64178.0,77274.6,53411.26666666667,106633.66666666667
SGML,135055.0,159310.0,163889.4,140165.2,129169.53333333334
NTIP,11135.0,14504.333333333334,14878.4,46273.333333333336,42798.4
INS,18364.0,27631.666666666668,35574.4,39524.46666666667,32683.033333333333
MKD,5357640.0,7157506.333333333,15541820.6,9509248.466666667,10094788.966666667
IMPPP,24423.0,24423.0,24423.0,24423.0,24423.0
RDVY,1116035.0,1138069.6666666667,1247916.6,949578.1333333333,929147.7
EWA,2360215.0,3472794.0,4007572.0,2706472.533333333,2354358.1333333333
CIXX,28790.0,42415.333333333336,61335.2,43379.86666666667,41899.23333333333
ECLN,552.0,17615.333333333332,12257.8,6021.533333333334,3908.0
PIRS,1312606.0,1029349.6666666666,1121540.0,781211.6666666666,807720.0
DSEY,533188.0,770243.0,1035555.6,1356648.6666666667,1310236.9333333333
BLUA+,100.0,7604.666666666667,8727.4,14660.866666666667,15248.5
XLSR,15811.0,16267.666666666666,26970.6,23779.6,19453.4
VNMC,1047.0,1161.3333333333333,907.2,445.6666666666667,7069.533333333334
BRN,84266.0,86250.0,87703.0,65661.4,72301.43333333333
EXD,34747.0,42699.0,52570.0,37061.53333333333,29190.7
BLKB,208134.0,218822.0,230295.8,224577.66666666666,224541.4
SZZLU,101.0,91952.33333333333,60363.6,41932.933333333334,719122.380952381
SOTK,207576.0,175065.33333333334,151898.8,77722.53333333334,68682.26666666666
VBLT,296920.0,237367.66666666666,296735.6,265114.0,217317.63333333333
GERN,2773400.0,2327773.6666666665,2230948.2,1991444.0,2088525.6
REAL,2788285.0,3370394.3333333335,3245351.0,2843926.7333333334,3271774.2
FMAC+,279289.0,177166.66666666666,171043.8,145053.93333333332,151848.46666666667
FLAG.U,200.0,1808.3333333333333,1273.6,16467.133333333335,67821.06666666667
ISO,225923.0,144840.33333333334,125435.0,143619.6,149442.33333333334
CENQW,69052.0,49691.666666666664,38848.6,27050.933333333334,73349.2
JWSM,329904.0,413045.3333333333,313858.0,414567.0,349968.93333333335
JUNZ,0.0,66.66666666666667,40.4,465.6666666666667,404.4
CTAQU,1000.0,500.0,2482.4,14334.266666666666,16916.9
ARTAW,2968.0,2496.3333333333335,11538.8,27636.866666666665,25962.833333333332
TROW,1048009.0,1151075.3333333333,1332468.2,981179.5333333333,975399.6
EDF,160058.0,107196.0,107440.0,126865.13333333333,129551.0
COTY,5521910.0,6845403.333333333,8082218.4,8464930.8,9918119.566666666
BOCA.CL,600.0,366.6666666666667,1000.6,4554.466666666666,8607.954545454546
AACIU,5661.0,1988.3333333333333,1366.4,95050.73333333334,84900.73333333334
OLMA,1017762.0,1586237.6666666667,4212563.4,1936402.8,1122182.2666666666
MAN,572546.0,570437.6666666666,539841.8,400852.86666666664,383180.73333333334
SPD,53020.0,125244.0,139664.0,83800.26666666666,76473.53333333334
REVS,23427.0,20066.333333333332,21808.2,16939.133333333335,11662.933333333332
ELS,631754.0,822316.3333333334,997779.6,675964.2666666667,644911.0
TZA,23838586.0,26936408.666666668,26509661.0,16035754.0,13845772.666666666
BVNSC,940.0,402.0,470.4,6008.888888888889,6008.888888888889
GMBTU,9426.0,28049.666666666668,45825.8,28466.266666666666,19268.766666666666
IMH,68864.0,52103.666666666664,47824.0,44474.333333333336,72501.5
ARLP,373305.0,433179.0,482217.4,534819.9333333333,591330.9333333333
BILL,2584242.0,2811702.3333333335,3317152.8,2225098.933333333,1733617.0333333334
BBU,10866.0,11695.0,27809.8,19766.266666666666,15198.2
JZRO,28.0,98.33333333333333,419.8,602.4666666666667,723.2333333333333
PHCF,36983.0,77546.66666666667,93012.0,111329.8,831638.2666666667
FTY,4114.0,7615.666666666667,7153.8,9911.066666666668,10044.666666666666
TALK,1787814.0,1743562.0,1613086.2,3506027.1333333333,2069643.7
ALPP,2646205.0,1552086.6666666667,1717394.0,2542999.7333333334,1927684.0
QHC,365299.0,561336.6666666666,448721.8,368991.26666666666,462927.36666666664
PIZ,30055.0,38245.333333333336,52905.0,37602.933333333334,39399.26666666667
GABC,36672.0,32075.333333333332,36459.2,36049.46666666667,36843.73333333333
FXL,111540.0,60099.0,76345.4,49426.26666666667,46043.26666666667
GATEW,265562.0,96838.33333333333,94873.8,109631.22222222222,109631.22222222222
IRRX.U,403289.0,156614.0,229577.4,1115744.2,1115744.2
HTF.CL,100.0,666.6666666666666,1171.4,1460.0666666666666,1393.8125
GHYB,12402.0,20922.666666666668,24887.6,18163.133333333335,19070.066666666666
BHSEU,860.0,987.3333333333334,1406.6,28842.333333333332,33722.86666666667
IPVIU,723.0,656.0,839.6,2208.9333333333334,3775.7
ZIG,8223.0,7481.666666666667,6643.0,11759.6,13136.533333333333
JOYY,8387.0,3111.6666666666665,1903.0,1344.4666666666667,961.2666666666667
FFND,24647.0,22613.333333333332,20162.0,14610.8,21824.8
EDI,125117.0,65078.666666666664,58215.0,55041.666666666664,40173.6
PLDR,25.0,101.33333333333333,162.6,386.6666666666667,301.2
SDG,65178.0,39956.666666666664,37832.6,27944.333333333332,25664.966666666667
IPKW,12279.0,15529.0,16237.6,18328.066666666666,11962.666666666666
ICCH,312.0,3011.3333333333335,1978.2,1721.5333333333333,1773.1333333333334
NCMI,1073569.0,944901.6666666666,1090527.6,680725.6,657156.2
KIRK,1091289.0,2269690.6666666665,1559197.8,664249.5333333333,456636.06666666665
EBON,3846407.0,4254334.333333333,4122263.6,3108316.8,3461452.7
AGBAR,65524.0,43413.0,32973.8,49058.26666666667,235123.3
CNQ,3023764.0,3314695.3333333335,3313626.4,3098635.066666667,3094225.1333333333
AVNT,598778.0,503785.0,481101.8,379027.0,399683.4666666667
AGM.A,304.0,402.0,382.4,599.6666666666666,1030.9666666666667
SONX,681942.0,295228.0,234281.4,192716.93333333332,338404.53846153844
KALU,105434.0,82996.66666666667,106715.8,95285.6,102829.53333333334
VCXAU,9381.0,4529.333333333333,6854.6,34146.46666666667,26253.8
DEA,669421.0,725813.6666666666,937198.4,784423.1333333333,705712.6333333333
JGH,75048.0,50826.333333333336,54428.8,49052.4,53311.833333333336
DB,4829844.0,3934678.0,4064696.0,3808618.7333333334,3698514.8
KL,832986.0,1586873.6666666667,1503500.4,1377893.0666666667,1469389.2333333334
USAP,3516.0,15973.0,28606.8,23843.533333333333,16871.033333333333
JHME,1289.0,2958.3333333333335,2800.6,2654.133333333333,3065.4
INAQ.U,5100.0,6591.0,4884.6,26420.4,44546.86666666667
BOSS,7589.0,15694.666666666666,15942.4,8236.8,5263.666666666667
VYMI,231898.0,272882.3333333333,306515.6,285636.6666666667,230011.36666666667
UPST,4783662.0,7719482.333333333,6828010.6,5372811.533333333,4989488.9
JEPI,947198.0,928624.0,1254868.2,991316.4,954234.2
XPND,873.0,791.6666666666666,1932.4,2683.4,2790.733333333333
TDW+A,4121.0,2212.3333333333335,5311.6,6491.2,8524.833333333334
FSP,1091791.0,863263.3333333334,879640.4,666912.6666666666,603818.3
BIF,72883.0,108111.33333333333,138292.0,138242.4,118216.8
HYLS,120918.0,455048.0,430239.6,247730.06666666668,255166.6
SLAMW,73072.0,51922.333333333336,37751.0,47786.0,37380.166666666664
DLPN,82858.0,76702.66666666667,76578.4,168950.6,164456.6
SUP,103267.0,115382.0,102481.4,91502.33333333333,130506.86666666667
NMTC,119714.0,95393.33333333333,77877.2,85939.0,83618.43333333333
MMLG,14579.0,23749.0,31051.6,19264.666666666668,16434.6
XM,2790115.0,2162553.3333333335,2203635.6,1802722.2666666666,2094458.8666666667
CSA,452.0,463.3333333333333,397.8,1989.9333333333334,1405.6666666666667
FTXL,15645.0,25675.0,18804.4,21460.333333333332,18615.1
AIN,132536.0,137114.66666666666,130488.2,116358.53333333334,111365.3
NYF,6283.0,22515.333333333332,18840.8,19934.733333333334,20587.133333333335
IO,373084.0,683472.3333333334,593127.4,610426.8,2298186.8
HDSN,147869.0,428743.3333333333,412476.0,461991.5333333333,415283.3
HOLI,381096.0,451921.3333333333,353814.2,364367.6,506475.7
ROM,88012.0,101317.0,91659.0,74456.93333333333,70552.06666666667
